imei1,imei2,imei,sim,tipokit
352701641767311,352701641767329,IMEI1:352701641767311;IMEI2:352701641767329;BT:2023220196F6;,89882390000656793323,OFENSOR
352701641763310,352701641763328,IMEI1:352701641763310;IMEI2:352701641763328;BT:20232201962E;,89882390000656793331,OFENSOR
352701641760076,352701641760084,IMEI1:352701641760076;IMEI2:352701641760084;BT:20232201958C;,89882390000656793109,OFENSOR
352701641767873,352701641767881,IMEI1:352701641767873;IMEI2:352701641767881;BT:202322019712;,89882390000656793125,OFENSOR
352701641763294,352701641763302,IMEI1:352701641763294;IMEI2:352701641763302;BT:20232201962D;,89882390000656793190,OFENSOR
352701641767857,352701641767865,IMEI1:352701641767857;IMEI2:352701641767865;BT:202322019711;,89882390000656793133,OFENSOR
352701641760092,352701641760100,IMEI1:352701641760092;IMEI2:352701641760100;BT:20232201958D;,89882390000656793083,OFENSOR
352701641768954,352701641768962,IMEI1:352701641768954;IMEI2:352701641768962;BT:202322019748;,89882390000656793349,OFENSOR
352701641763831,352701641763849,IMEI1:352701641763831;IMEI2:352701641763849;BT:202322019648;,89882390000656793067,OFENSOR
352701641763278,352701641763286,IMEI1:352701641763278;IMEI2:352701641763286;BT:20232201962C;,89882390000656793141,OFENSOR
352701641762015,352701641762023,IMEI1:352701641762015;IMEI2:352701641762023;BT:2023220195ED;,89882390000656793042,OFENSOR
352701641765273,352701641765281,IMEI1:352701641765273;IMEI2:352701641765281;BT:202322019690;,89882390000656791459,OFENSOR
352701641763757,352701641763765,IMEI1:352701641763757;IMEI2:352701641763765;BT:202322019644;,89882390000656791442,OFENSOR
352701641729212,352701641729220,IMEI1:352701641729212;IMEI2:352701641729220;BT:202322018F85;,89882390000656791509,OFENSOR
352701641762817,352701641762825,IMEI1:352701641762817;IMEI2:352701641762825;BT:202322019615;,89882390000656791616,OFENSOR
352701641646234,352701641646242,IMEI1:352701641646234;IMEI2:352701641646242;BT:202322017F50;,89882390000656765404,VICTIMA
352701641761397,352701641761405,IMEI1:352701641761397;IMEI2:352701641761405;BT:2023220195CE;,89882390000656791491,OFENSOR
352701641647133,352701641647141,IMEI1:352701641647133;IMEI2:352701641647141;BT:202322017F7D;,89882390000656765420,VICTIMA
352701641789851,352701641789869,IMEI1:352701641789851;IMEI2:352701641789869;BT:202322019B5D;,89882390000656791723,OFENSOR
352701641663858,352701641663866,IMEI1:352701641663858;IMEI2:352701641663866;BT:2023220182C1;,89882390000656765412,VICTIMA
352701641770091,352701641770109,IMEI1:352701641770091;IMEI2:352701641770109;BT:202322019781;,89882390000656791517,OFENSOR
352701641763716,352701641763724,IMEI1:352701641763716;IMEI2:352701641763724;BT:202322019642;,89882390000656791525,OFENSOR
352701641647539,352701641647547,IMEI1:352701641647539;IMEI2:352701641647547;BT:202322017F91;,89882390000656766113,VICTIMA
352701641765257,352701641765265,IMEI1:352701641765257;IMEI2:352701641765265;BT:20232201968F;,89882390000656791533,OFENSOR
352701641754731,352701641754749,IMEI1:352701641754731;IMEI2:352701641754749;BT:202322019481;,89882390000656791541,OFENSOR
352701641769952,352701641769960,IMEI1:352701641769952;IMEI2:352701641769960;BT:20232201977A;,89882390000656791608,OFENSOR
352701641651218,352701641651226,IMEI1:352701641651218;IMEI2:352701641651226;BT:202322018049;,89882390000656766592,VICTIMA
352701641650574,352701641650582,IMEI1:352701641650574;IMEI2:352701641650582;BT:202322018029;,89882390000656766584,VICTIMA
352701641773657,352701641773665,IMEI1:352701641773657;IMEI2:352701641773665;BT:202322019833;,89882390000656791483,OFENSOR
352701641646192,352701641646200,IMEI1:352701641646192;IMEI2:352701641646200;BT:202322017F4E;,89882390000656766964,VICTIMA
352701641789877,352701641789885,IMEI1:352701641789877;IMEI2:352701641789885;BT:202322019B5E;,89882390000656791731,OFENSOR
352701641646218,352701641646226,IMEI1:352701641646218;IMEI2:352701641646226;BT:202322017F4F;,89882390000656766980,VICTIMA
352701641661779,352701641661787,IMEI1:352701641661779;IMEI2:352701641661787;BT:202322018259;,89882390000656765453,VICTIMA
352701641769937,352701641769945,IMEI1:352701641769937;IMEI2:352701641769945;BT:202322019779;,89882390000656791475,OFENSOR
352701641664732,352701641664740,IMEI1:352701641664732;IMEI2:352701641664740;BT:2023220182ED;,89882390000656766998,VICTIMA
352701641729337,352701641729345,IMEI1:352701641729337;IMEI2:352701641729345;BT:202322018F8B;,89882390000656791566,OFENSOR
352701641590812,352701641590820,IMEI1:352701641590812;IMEI2:352701641590820;BT:20232201747D;,89882390000656766659,VICTIMA
352701641762833,352701641762841,IMEI1:352701641762833;IMEI2:352701641762841;BT:202322019616;,89882390000656791624,OFENSOR
352701641773590,352701641773608,IMEI1:352701641773590;IMEI2:352701641773608;BT:202322019830;,89882390000656791749,OFENSOR
352701641728594,352701641728602,IMEI1:352701641728594;IMEI2:352701641728602;BT:202322018F66;,89882390000656791558,OFENSOR
352701641596298,352701641596306,IMEI1:352701641596298;IMEI2:352701641596306;BT:20232201758F;,89882390000656765461,VICTIMA
352701641770075,352701641770083,IMEI1:352701641770075;IMEI2:352701641770083;BT:202322019780;,89882390000656791467,OFENSOR
352701641596272,352701641596280,IMEI1:352701641596272;IMEI2:352701641596280;BT:20232201758E;,89882390000656766667,VICTIMA
352701641652554,352701641652562,IMEI1:352701641652554;IMEI2:352701641652562;BT:20232201808C;,89882390000656766600,VICTIMA
352701641650590,352701641650608,IMEI1:352701641650590;IMEI2:352701641650608;BT:20232201802A;,89882390000656766576,VICTIMA
352701641763690,352701641763708,IMEI1:352701641763690;IMEI2:352701641763708;BT:202322019641;,89882390000656791590,OFENSOR
352701641652539,352701641652547,IMEI1:352701641652539;IMEI2:352701641652547;BT:20232201808B;,89882390000656766568,VICTIMA
352701641759474,352701641759482,IMEI1:352701641759474;IMEI2:352701641759482;BT:20232201956E;,89882390000656793455,OFENSOR
352701641652570,352701641652588,IMEI1:352701641652570;IMEI2:352701641652588;BT:20232201808D;,89882390000656766550,VICTIMA
352701641760597,352701641760605,IMEI1:352701641760597;IMEI2:352701641760605;BT:2023220195A6;,89882390000656793422,OFENSOR
352701641759458,352701641759466,IMEI1:352701641759458;IMEI2:352701641759466;BT:20232201956D;,89882390000656793505,OFENSOR
352701641664757,352701641664765,IMEI1:352701641664757;IMEI2:352701641664765;BT:2023220182EE;,89882390000656767335,VICTIMA
352701641760613,352701641760621,IMEI1:352701641760613;IMEI2:352701641760621;BT:2023220195A7;,89882390000656793638,OFENSOR
352701641664716,352701641664724,IMEI1:352701641664716;IMEI2:352701641664724;BT:2023220182EC;,89882390000656767343,VICTIMA
352701641755795,352701641755803,IMEI1:352701641755795;IMEI2:352701641755803;BT:2023220194B6;,89882390000656793539,OFENSOR
352701641647091,352701641647109,IMEI1:352701641647091;IMEI2:352701641647109;BT:202322017F7B;,89882390000656766543,VICTIMA
352701641773517,352701641773525,IMEI1:352701641773517;IMEI2:352701641773525;BT:20232201982C;,89882390000656793547,OFENSOR
352701641760274,352701641760282,IMEI1:352701641760274;IMEI2:352701641760282;BT:202322019596;,89882390000656793620,OFENSOR
352701641646317,352701641646325,IMEI1:352701641646317;IMEI2:352701641646325;BT:202322017F54;,89882390000656766121,VICTIMA
352701641761934,352701641761942,IMEI1:352701641761934;IMEI2:352701641761942;BT:2023220195E9;,89882390000656793489,OFENSOR
352701641650350,352701641650368,IMEI1:352701641650350;IMEI2:352701641650368;BT:20232201801E;,89882390000656766139,VICTIMA
352701641764516,352701641764524,IMEI1:352701641764516;IMEI2:352701641764524;BT:20232201966A;,89882390000656793596,OFENSOR
352701641645459,352701641645467,IMEI1:352701641645459;IMEI2:352701641645467;BT:202322017F29;,89882390000656765479,VICTIMA
352701641761298,352701641761306,IMEI1:352701641761298;IMEI2:352701641761306;BT:2023220195C9;,89882390000656793513,OFENSOR
352701641645434,352701641645442,IMEI1:352701641645434;IMEI2:352701641645442;BT:202322017F28;,89882390000656766188,VICTIMA
352701641760639,352701641760647,IMEI1:352701641760639;IMEI2:352701641760647;BT:2023220195A8;,89882390000656793521,OFENSOR
352701641645418,352701641645426,IMEI1:352701641645418;IMEI2:352701641645426;BT:202322017F27;,89882390000656766949,VICTIMA
352701641768699,352701641768707,IMEI1:352701641768699;IMEI2:352701641768707;BT:20232201973B;,89882390000656793679,OFENSOR
352701641646333,352701641646341,IMEI1:352701641646333;IMEI2:352701641646341;BT:202322017F55;,89882390000656765362,VICTIMA
352701641651994,352701641652000,IMEI1:352701641651994;IMEI2:352701641652000;BT:202322018070;,89882390000656765347,VICTIMA
352701641646358,352701641646366,IMEI1:352701641646358;IMEI2:352701641646366;BT:202322017F56;,89882390000656765487,VICTIMA
352701641761751,352701641761769,IMEI1:352701641761751;IMEI2:352701641761769;BT:2023220195E0;,89882390000656793554,OFENSOR
352701641646259,352701641646267,IMEI1:352701641646259;IMEI2:352701641646267;BT:202322017F51;,89882390000656766931,VICTIMA
352701641760258,352701641760266,IMEI1:352701641760258;IMEI2:352701641760266;BT:202322019595;,89882390000656793695,OFENSOR
352701641646275,352701641646283,IMEI1:352701641646275;IMEI2:352701641646283;BT:202322017F52;,89882390000656767012,VICTIMA
352701641773855,352701641773863,IMEI1:352701641773855;IMEI2:352701641773863;BT:20232201983D;,89882390000656793463,OFENSOR
352701641770257,352701641770265,IMEI1:352701641770257;IMEI2:352701641770265;BT:202322019789;,89882390000656793588,OFENSOR
352701641648859,352701641648867,IMEI1:352701641648859;IMEI2:352701641648867;BT:202322017FD3;,89882390000656766642,VICTIMA
352701641647430,352701641647448,IMEI1:352701641647430;IMEI2:352701641647448;BT:202322017F8C;,89882390000656766626,VICTIMA
352701641768715,352701641768723,IMEI1:352701641768715;IMEI2:352701641768723;BT:20232201973C;,89882390000656793687,OFENSOR
352701641647976,352701641647984,IMEI1:352701641647976;IMEI2:352701641647984;BT:202322017FA7;,89882390000656766634,VICTIMA
352701641768673,352701641768681,IMEI1:352701641768673;IMEI2:352701641768681;BT:20232201973A;,89882390000656793612,OFENSOR
352701641647950,352701641647968,IMEI1:352701641647950;IMEI2:352701641647968;BT:202322017FA6;,89882390000656766618,VICTIMA
352701641650319,352701641650327,IMEI1:352701641650319;IMEI2:352701641650327;BT:20232201801C;,89882390000656767251,VICTIMA
352701641763476,352701641763484,IMEI1:352701641763476;IMEI2:352701641763484;BT:202322019636;,89882390000656793604,OFENSOR
352701641648933,352701641648941,IMEI1:352701641648933;IMEI2:352701641648941;BT:202322017FD7;,89882390000656765966,VICTIMA
352701641757411,352701641757429,IMEI1:352701641757411;IMEI2:352701641757429;BT:202322019507;,89882390000656793497,OFENSOR
352701641648834,352701641648842,IMEI1:352701641648834;IMEI2:352701641648842;BT:202322017FD2;,89882390000656766691,VICTIMA
352701641650335,352701641650343,IMEI1:352701641650335;IMEI2:352701641650343;BT:20232201801D;,89882390000656765974,VICTIMA
352701641592453,352701641592461,IMEI1:352701641592453;IMEI2:352701641592461;BT:2023220174CF;,89882390000656765958,VICTIMA
352701641647935,352701641647943,IMEI1:352701641647935;IMEI2:352701641647943;BT:202322017FA5;,89882390000656767269,VICTIMA
352701641759334,352701641759342,IMEI1:352701641759334;IMEI2:352701641759342;BT:202322019567;,89882390000656791293,OFENSOR
352701641772774,352701641772782,IMEI1:352701641772774;IMEI2:352701641772782;BT:202322019807;,89882390000656791137,OFENSOR
352701641595415,352701641595423,IMEI1:352701641595415;IMEI2:352701641595423;BT:202322017563;,89882390000656767301,VICTIMA
352701641595431,352701641595449,IMEI1:352701641595431;IMEI2:352701641595449;BT:202322017564;,89882390000656767319,VICTIMA
352701641673535,352701641673543,IMEI1:352701641673535;IMEI2:352701641673543;BT:2023220184A5;,89882390000656752766,VICTIMA
352701641747933,352701641747941,IMEI1:352701641747933;IMEI2:352701641747941;BT:20232201932D;,89882390000656792226,OFENSOR
352701641673519,352701641673527,IMEI1:352701641673519;IMEI2:352701641673527;BT:2023220184A4;,89882390000656752758,VICTIMA
352701641771990,352701641772006,IMEI1:352701641771990;IMEI2:352701641772006;BT:2023220197E0;,89882390000656792242,OFENSOR
352701641672636,352701641672644,IMEI1:352701641672636;IMEI2:352701641672644;BT:202322018478;,89882390000656767327,VICTIMA
352701641761892,352701641761900,IMEI1:352701641761892;IMEI2:352701641761900;BT:2023220195E7;,89882390000656791178,OFENSOR
352701641595456,352701641595464,IMEI1:352701641595456;IMEI2:352701641595464;BT:202322017565;,89882390000656766709,VICTIMA
352701641761918,352701641761926,IMEI1:352701641761918;IMEI2:352701641761926;BT:2023220195E8;,89882390000656791301,OFENSOR
352701641653891,352701641653909,IMEI1:352701641653891;IMEI2:352701641653909;BT:2023220180CF;,89882390000656752741,VICTIMA
352701641765570,352701641765588,IMEI1:352701641765570;IMEI2:352701641765588;BT:20232201969F;,89882390000656792267,OFENSOR
352701641592438,352701641592446,IMEI1:352701641592438;IMEI2:352701641592446;BT:2023220174CE;,89882390000656766725,VICTIMA
352701641672610,352701641672628,IMEI1:352701641672610;IMEI2:352701641672628;BT:202322018477;,89882390000656767772,VICTIMA
352701641772170,352701641772188,IMEI1:352701641772170;IMEI2:352701641772188;BT:2023220197E9;,89882390000656791319,OFENSOR
352701641672651,352701641672669,IMEI1:352701641672651;IMEI2:352701641672669;BT:202322018479;,89882390000656765818,VICTIMA
352701641772758,352701641772766,IMEI1:352701641772758;IMEI2:352701641772766;BT:202322019806;,89882390000656792234,OFENSOR
352701641772154,352701641772162,IMEI1:352701641772154;IMEI2:352701641772162;BT:2023220197E8;,89882390000656791285,OFENSOR
352701641762916,352701641762924,IMEI1:352701641762916;IMEI2:352701641762924;BT:20232201961A;,89882390000656791251,OFENSOR
352701641653073,352701641653081,IMEI1:352701641653073;IMEI2:352701641653081;BT:2023220180A6;,89882390000656765941,VICTIMA
352701641652430,352701641652448,IMEI1:352701641652430;IMEI2:352701641652448;BT:202322018086;,89882390000656765933,VICTIMA
352701641772436,352701641772444,IMEI1:352701641772436;IMEI2:352701641772444;BT:2023220197F6;,89882390000656792259,OFENSOR
352701641649113,352701641649121,IMEI1:352701641649113;IMEI2:352701641649121;BT:202322017FE0;,89882390000656767293,VICTIMA
352701641773897,352701641773905,IMEI1:352701641773897;IMEI2:352701641773905;BT:20232201983F;,89882390000656791335,OFENSOR
352701641649097,352701641649105,IMEI1:352701641649097;IMEI2:352701641649105;BT:202322017FDF;,89882390000656765883,VICTIMA
352701641761611,352701641761629,IMEI1:352701641761611;IMEI2:352701641761629;BT:2023220195D9;,89882390000656791145,OFENSOR
352701641773913,352701641773921,IMEI1:352701641773913;IMEI2:352701641773921;BT:202322019840;,89882390000656791327,OFENSOR
352701641768731,352701641768749,IMEI1:352701641768731;IMEI2:352701641768749;BT:20232201973D;,89882390000656791152,OFENSOR
352701641649071,352701641649089,IMEI1:352701641649071;IMEI2:352701641649089;BT:202322017FDE;,89882390000656766717,VICTIMA
352701641770752,352701641770760,IMEI1:352701641770752;IMEI2:352701641770760;BT:2023220197A2;,89882390000656791160,OFENSOR
352701641649451,352701641649469,IMEI1:352701641649451;IMEI2:352701641649469;BT:202322017FF1;,89882390000656765925,VICTIMA
352701641652034,352701641652042,IMEI1:352701641652034;IMEI2:352701641652042;BT:202322018072;,89882390000656765917,VICTIMA
352701641651093,352701641651101,IMEI1:352701641651093;IMEI2:352701641651101;BT:202322018043;,89882390000656765891,VICTIMA
352701641648875,352701641648883,IMEI1:352701641648875;IMEI2:352701641648883;BT:202322017FD4;,89882390000656767277,VICTIMA
352701641651119,352701641651127,IMEI1:352701641651119;IMEI2:352701641651127;BT:202322018044;,89882390000656767285,VICTIMA
352701641648271,352701641648289,IMEI1:352701641648271;IMEI2:352701641648289;BT:202322017FB6;,89882390000656752725,VICTIMA
352701641647554,352701641647562,IMEI1:352701641647554;IMEI2:352701641647562;BT:202322017F92;,89882390000656750729,VICTIMA
352701641766230,352701641766248,IMEI1:352701641766230;IMEI2:352701641766248;BT:2023220196C0;,89882390000656792218,OFENSOR
352701641653933,352701641653941,IMEI1:352701641653933;IMEI2:352701641653941;BT:2023220180D1;,89882390000656750737,VICTIMA
352701641762536,352701641762544,IMEI1:352701641762536;IMEI2:352701641762544;BT:202322019607;,89882390000656791277,OFENSOR
352701641651135,352701641651143,IMEI1:352701641651135;IMEI2:352701641651143;BT:202322018045;,89882390000656752717,VICTIMA
352701641614372,352701641614380,IMEI1:352701641614372;IMEI2:352701641614380;BT:202322017917;,89882390000656751511,VICTIMA
352701641591174,352701641591182,IMEI1:352701641591174;IMEI2:352701641591182;BT:20232201748F;,89882390000656752733,VICTIMA
352701641589293,352701641589301,IMEI1:352701641589293;IMEI2:352701641589301;BT:202322017431;,89882390000656752709,VICTIMA
352701641766677,352701641766685,IMEI1:352701641766677;IMEI2:352701641766685;BT:2023220196D6;,89882390000656790998,OFENSOR
352701641586034,352701641586042,IMEI1:352701641586034;IMEI2:352701641586042;BT:20232201738E;,89882390000656751503,VICTIMA
352701641609539,352701641609547,IMEI1:352701641609539;IMEI2:352701641609547;BT:202322017825;,89882390000656752774,VICTIMA
352701641767030,352701641767048,IMEI1:352701641767030;IMEI2:352701641767048;BT:2023220196E8;,89882390000656793356,OFENSOR
352701641589319,352701641589327,IMEI1:352701641589319;IMEI2:352701641589327;BT:202322017432;,89882390000656751495,VICTIMA
352701641770372,352701641770380,IMEI1:352701641770372;IMEI2:352701641770380;BT:20232201978F;,89882390000656792986,OFENSOR
352701641673550,352701641673568,IMEI1:352701641673550;IMEI2:352701641673568;BT:2023220184A6;,89882390000656767350,VICTIMA
352701641764656,352701641764664,IMEI1:352701641764656;IMEI2:352701641764664;BT:202322019671;,89882390000656793281,OFENSOR
352701641667479,352701641667487,IMEI1:352701641667479;IMEI2:352701641667487;BT:202322018376;,89882390000656751768,VICTIMA
352701641766818,352701641766826,IMEI1:352701641766818;IMEI2:352701641766826;BT:2023220196DD;,89882390000656793406,OFENSOR
352701641613952,352701641613960,IMEI1:352701641613952;IMEI2:352701641613960;BT:202322017902;,89882390000656767368,VICTIMA
352701641662538,352701641662546,IMEI1:352701641662538;IMEI2:352701641662546;BT:20232201827F;,89882390000656751776,VICTIMA
352701641667511,352701641667529,IMEI1:352701641667511;IMEI2:352701641667529;BT:202322018378;,89882390000656751792,VICTIMA
352701641770398,352701641770406,IMEI1:352701641770398;IMEI2:352701641770406;BT:202322019790;,89882390000656792994,OFENSOR
352701641667495,352701641667503,IMEI1:352701641667495;IMEI2:352701641667503;BT:202322018377;,89882390000656751800,VICTIMA
352701641769119,352701641769127,IMEI1:352701641769119;IMEI2:352701641769127;BT:202322019750;,89882390000656793398,OFENSOR
352701641741571,352701641741589,IMEI1:352701641741571;IMEI2:352701641741589;BT:2023220191EF;,89882390000656793737,OFENSOR
352701641760118,352701641760126,IMEI1:352701641760118;IMEI2:352701641760126;BT:20232201958E;,89882390000656793273,OFENSOR
352701641773871,352701641773889,IMEI1:352701641773871;IMEI2:352701641773889;BT:20232201983E;,89882390000656793471,OFENSOR
352701641771396,352701641771404,IMEI1:352701641771396;IMEI2:352701641771404;BT:2023220197C2;,89882390000656793729,OFENSOR
352701641767014,352701641767022,IMEI1:352701641767014;IMEI2:352701641767022;BT:2023220196E7;,89882390000656793364,OFENSOR
352701641772576,352701641772584,IMEI1:352701641772576;IMEI2:352701641772584;BT:2023220197FD;,89882390000656793414,OFENSOR
352701641741597,352701641741605,IMEI1:352701641741597;IMEI2:352701641741605;BT:2023220191F0;,89882390000656793307,OFENSOR
352701641766990,352701641767006,IMEI1:352701641766990;IMEI2:352701641767006;BT:2023220196E6;,89882390000656793711,OFENSOR
352701641772592,352701641772600,IMEI1:352701641772592;IMEI2:352701641772600;BT:2023220197FE;,89882390000656793299,OFENSOR
352701641764631,352701641764649,IMEI1:352701641764631;IMEI2:352701641764649;BT:202322019670;,89882390000656793778,OFENSOR
352701641772394,352701641772402,IMEI1:352701641772394;IMEI2:352701641772402;BT:2023220197F4;,89882390000656793315,OFENSOR
352701641767832,352701641767840,IMEI1:352701641767832;IMEI2:352701641767840;BT:202322019710;,89882390000656793380,OFENSOR
352701641772717,352701641772725,IMEI1:352701641772717;IMEI2:352701641772725;BT:202322019804;,89882390000656793703,OFENSOR
352701641619710,352701641619728,IMEI1:352701641619710;IMEI2:352701641619728;BT:202322017A22;,89882390000656795187,OFENSOR
352701641892952,352701641892960,IMEI1:352701641892952;IMEI2:352701641892960;BT:20232201AF80;,89882390000702114029,OFENSOR
352701641892010,352701641892028,IMEI1:352701641892010;IMEI2:352701641892028;BT:20232201AF51;,89882390000702116149,OFENSOR
352701641773830,352701641773848,IMEI1:352701641773830;IMEI2:352701641773848;BT:20232201983C;,89882390000656793372,OFENSOR
352701641614455,352701641614463,IMEI1:352701641614455;IMEI2:352701641614463;BT:20232201791A;,89882390000656751834,VICTIMA
352701641859613,352701641859621,IMEI1:352701641859613;IMEI2:352701641859621;BT:20232201A8FD;,89882390000702114698,OFENSOR
352701641869430,352701641869448,IMEI1:352701641869430;IMEI2:352701641869448;BT:20232201AAE8;,89882390000702114003,OFENSOR
352701641888158,352701641888166,IMEI1:352701641888158;IMEI2:352701641888166;BT:20232201AE90;,89882390000702113781,OFENSOR
352701641893059,352701641893067,IMEI1:352701641893059;IMEI2:352701641893067;BT:20232201AF85;,89882390000702116131,OFENSOR
352701641891574,352701641891582,IMEI1:352701641891574;IMEI2:352701641891582;BT:20232201AF3B;,89882390000702116180,OFENSOR
352701641598054,352701641598062,IMEI1:352701641598054;IMEI2:352701641598062;BT:2023220175E7;,89882390000656751784,VICTIMA
352701641859571,352701641859589,IMEI1:352701641859571;IMEI2:352701641859589;BT:20232201A8FB;,89882390000702113773,OFENSOR
352701641613937,352701641613945,IMEI1:352701641613937;IMEI2:352701641613945;BT:202322017901;,89882390000656751826,VICTIMA
352701641588691,352701641588709,IMEI1:352701641588691;IMEI2:352701641588709;BT:202322017413;,89882390000656751818,VICTIMA
352701641892937,352701641892945,IMEI1:352701641892937;IMEI2:352701641892945;BT:20232201AF7F;,89882390000702114706,OFENSOR
352701641856353,352701641856361,IMEI1:352701641856353;IMEI2:352701641856361;BT:20232201A85A;,89882390000702114680,OFENSOR
352701641889255,352701641889263,IMEI1:352701641889255;IMEI2:352701641889263;BT:20232201AEC7;,89882390000702116107,OFENSOR
352701641654659,352701641654667,IMEI1:352701641654659;IMEI2:352701641654667;BT:2023220180F5;,89882390000656751545,VICTIMA
352701641889495,352701641889503,IMEI1:352701641889495;IMEI2:352701641889503;BT:20232201AED3;,89882390000702116172,OFENSOR
352701641662553,352701641662561,IMEI1:352701641662553;IMEI2:352701641662561;BT:202322018280;,89882390000656751529,VICTIMA
352701641673691,352701641673709,IMEI1:352701641673691;IMEI2:352701641673709;BT:2023220184AD;,89882390000656751552,VICTIMA
352701641866238,352701641866246,IMEI1:352701641866238;IMEI2:352701641866246;BT:20232201AA48;,89882390000702116164,OFENSOR
352701641644213,352701641644221,IMEI1:352701641644213;IMEI2:352701641644221;BT:202322017EEB;,89882390000656751537,VICTIMA
352701641859597,352701641859605,IMEI1:352701641859597;IMEI2:352701641859605;BT:20232201A8FC;,89882390000702116123,OFENSOR
352701641585770,352701641585788,IMEI1:352701641585770;IMEI2:352701641585788;BT:202322017381;,89882390000656751743,VICTIMA
352701641661290,352701641661308,IMEI1:352701641661290;IMEI2:352701641661308;BT:202322018241;,89882390000656751560,VICTIMA
352701641661233,352701641661241,IMEI1:352701641661233;IMEI2:352701641661241;BT:20232201823E;,89882390000656765909,VICTIMA
352701641657256,352701641657264,IMEI1:352701641657256;IMEI2:352701641657264;BT:202322018177;,89882390000656752626,VICTIMA
352701641892697,352701641892705,IMEI1:352701641892697;IMEI2:352701641892705;BT:20232201AF73;,89882390000702113757,OFENSOR
352701641858896,352701641858904,IMEI1:352701641858896;IMEI2:352701641858904;BT:20232201A8D9;,89882390000702114037,OFENSOR
352701641649576,352701641649584,IMEI1:352701641649576;IMEI2:352701641649584;BT:202322017FF7;,89882390000656752642,VICTIMA
352701641856338,352701641856346,IMEI1:352701641856338;IMEI2:352701641856346;BT:20232201A859;,89882390000702114011,OFENSOR
352701641888174,352701641888182,IMEI1:352701641888174;IMEI2:352701641888182;BT:20232201AE91;,89882390000702113765,OFENSOR
352701641644197,352701641644205,IMEI1:352701641644197;IMEI2:352701641644205;BT:202322017EEA;,89882390000656750794,VICTIMA
352701641892598,352701641892606,IMEI1:352701641892598;IMEI2:352701641892606;BT:20232201AF6E;,89882390000702116156,OFENSOR
352701641596793,352701641596801,IMEI1:352701641596793;IMEI2:352701641596801;BT:2023220175A8;,89882390000656751750,VICTIMA
352701641859035,352701641859043,IMEI1:352701641859035;IMEI2:352701641859043;BT:20232201A8E0;,89882390000702114284,OFENSOR
352701641658213,352701641658221,IMEI1:352701641658213;IMEI2:352701641658221;BT:2023220181A7;,89882390000656751735,VICTIMA
352701641855793,352701641855801,IMEI1:352701641855793;IMEI2:352701641855801;BT:20232201A83E;,89882390000702114268,OFENSOR
352701641651051,352701641651069,IMEI1:352701641651051;IMEI2:352701641651069;BT:202322018041;,89882390000656752618,VICTIMA
352701641860256,352701641860264,IMEI1:352701641860256;IMEI2:352701641860264;BT:20232201A91D;,89882390000702114730,OFENSOR
352701641860439,352701641860447,IMEI1:352701641860439;IMEI2:352701641860447;BT:20232201A926;,89882390000702114243,OFENSOR
352701641651077,352701641651085,IMEI1:352701641651077;IMEI2:352701641651085;BT:202322018042;,89882390000656752634,VICTIMA
352701641859258,352701641859266,IMEI1:352701641859258;IMEI2:352701641859266;BT:20232201A8EB;,89882390000702120844,OFENSOR
352701641855298,352701641855306,IMEI1:352701641855298;IMEI2:352701641855306;BT:20232201A825;,89882390000702114250,OFENSOR
352701641860231,352701641860249,IMEI1:352701641860231;IMEI2:352701641860249;BT:20232201A91C;,89882390000702116248,OFENSOR
352701641669996,352701641670002,IMEI1:352701641669996;IMEI2:352701641670002;BT:2023220183F4;,89882390000656767715,VICTIMA
352701641860272,352701641860280,IMEI1:352701641860272;IMEI2:352701641860280;BT:20232201A91E;,89882390000702120851,OFENSOR
352701641859852,352701641859860,IMEI1:352701641859852;IMEI2:352701641859860;BT:20232201A909;,89882390000702114722,OFENSOR
352701641592792,352701641592800,IMEI1:352701641592792;IMEI2:352701641592800;BT:2023220174E0;,89882390000656751719,VICTIMA
352701641860454,352701641860462,IMEI1:352701641860454;IMEI2:352701641860462;BT:20232201A927;,89882390000702120869,OFENSOR
352701641596975,352701641596983,IMEI1:352701641596975;IMEI2:352701641596983;BT:2023220175B1;,89882390000656767426,VICTIMA
352701641597015,352701641597023,IMEI1:352701641597015;IMEI2:352701641597023;BT:2023220175B3;,89882390000656751693,VICTIMA
352701641867111,352701641867129,IMEI1:352701641867111;IMEI2:352701641867129;BT:20232201AA74;,89882390000702114201,OFENSOR
352701641649592,352701641649600,IMEI1:352701641649592;IMEI2:352701641649600;BT:202322017FF8;,89882390000656751727,VICTIMA
352701641859811,352701641859829,IMEI1:352701641859811;IMEI2:352701641859829;BT:20232201A907;,89882390000702114797,OFENSOR
352701641662652,352701641662660,IMEI1:352701641662652;IMEI2:352701641662660;BT:202322018285;,89882390000656751701,VICTIMA
352701641855256,352701641855264,IMEI1:352701641855256;IMEI2:352701641855264;BT:20232201A823;,89882390000702114714,OFENSOR
352701641859837,352701641859845,IMEI1:352701641859837;IMEI2:352701641859845;BT:20232201A908;,89882390000702114763,OFENSOR
352701641659971,352701641659989,IMEI1:352701641659971;IMEI2:352701641659989;BT:2023220181FF;,89882390000656750711,VICTIMA
352701641858995,352701641859001,IMEI1:352701641858995;IMEI2:352701641859001;BT:20232201A8DE;,89882390000702114292,OFENSOR
352701641662751,352701641662769,IMEI1:352701641662751;IMEI2:352701641662769;BT:20232201828A;,89882390000656750620,VICTIMA
